date	macro_dimension	dimension	gender	frequency
2018-05-11	Willingness to take action	Active-agentic	undefined	2
2018-05-11	Conditionality-Variables Shaping outlook	Leadership	undefined	2
2018-05-12	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	4
2018-05-12	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	3
2018-05-12	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2018-05-12	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2018-05-12	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	3
2018-05-13	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	3
2018-05-13	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	2
2018-05-13	Conditionality-Variables Shaping outlook	Leadership	undefined	2
2018-05-13	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2018-05-14	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2018-05-14	Willingness to take action	Active-agentic	undefined	1
2018-05-14	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2018-05-14	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2018-05-14	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2018-05-15	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	3
2018-05-15	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2018-05-15	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2018-05-16	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	2
2018-05-16	Conditionality-Variables Shaping outlook	Leadership	undefined	3
2018-05-16	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	2
2018-05-17	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2018-05-18	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2018-05-18	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2018-05-18	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2018-05-18	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	3
2018-05-19	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	2
2018-05-19	Willingness to take action	Active-agentic	undefined	1
2018-05-19	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2018-05-19	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2018-05-20	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2018-05-20	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	2
2018-05-20	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2018-05-20	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	2
2018-05-21	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	2
2018-05-21	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2018-05-22	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2018-05-22	Conditionality-Variables Shaping outlook	Leadership	undefined	2
2018-05-23	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	4
2018-05-23	Conditionality-Variables Shaping outlook	Leadership	undefined	3
2018-05-23	Conditionality-Variables Shaping outlook	Collective Action	undefined	1
2018-05-24	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2018-05-24	Conditionality-Variables Shaping outlook	Leadership	undefined	2
2018-05-24	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2018-05-25	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2018-05-25	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	2
2018-05-25	Conditionality-Variables Shaping outlook	Leadership	undefined	4
2018-05-25	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2018-05-26	Conditionality-Variables Shaping outlook	Leadership	undefined	3
2018-05-26	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2018-05-26	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2018-05-27	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	3
2018-05-27	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2018-05-27	Willingness to take action	Active-agentic	undefined	1
2018-05-28	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2018-05-28	Conditionality-Variables Shaping outlook	Leadership	undefined	2
2018-05-28	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2018-05-29	Conditionality-Variables Shaping outlook	Leadership	undefined	2
2018-05-30	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2018-05-30	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2018-05-30	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2018-05-31	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2018-05-31	Conditionality-Variables Shaping outlook	Leadership	undefined	2
2018-04-01	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	2
2018-04-01	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2018-04-02	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2018-04-03	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2018-04-03	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	2
2018-04-03	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2018-04-04	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2018-04-04	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	7
2018-04-04	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2018-04-05	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	2
2018-04-05	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2018-04-05	Conditionality-Variables Shaping outlook	Leadership	undefined	2
2018-04-05	Conditionality-Variables Shaping outlook	Collective Action	undefined	1
2018-04-06	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	2
2018-04-06	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	2
2018-04-07	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	2
2018-04-07	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2018-04-07	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2018-04-07	Conditionality-Variables Shaping outlook	Collective Action	undefined	1
2018-04-07	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2018-04-08	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	3
2018-04-08	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	2
2018-04-08	Willingness to take action	Active-agentic	undefined	1
2018-04-08	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	2
2018-04-09	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	6
2018-04-10	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2018-04-10	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	2
2018-04-10	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2018-04-10	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	4
2018-04-11	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	3
2018-04-11	Conditionality-Variables Shaping outlook	Collective Action	undefined	1
2018-04-11	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2018-04-11	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2018-04-12	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2018-04-12	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	2
2018-04-13	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	4
2018-04-13	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	2
2018-04-14	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2018-04-14	Willingness to take action	Active-agentic	undefined	1
2018-04-14	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2018-04-14	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2018-04-14	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	3
2018-04-15	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	17
2018-04-15	Conditionality-Variables Shaping outlook	Leadership	undefined	2
2018-04-15	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2018-04-16	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	4
2018-04-16	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	2
2018-04-16	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2018-04-17	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	2
2018-04-17	Willingness to take action	Active-agentic	undefined	1
2018-04-17	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	2
2018-04-18	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	3
2018-04-18	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2018-04-19	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	2
2018-04-19	Conditionality-Variables Shaping outlook	Leadership	undefined	2
2018-04-20	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	3
2018-04-20	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2018-04-20	Conditionality-Variables Shaping outlook	Leadership	undefined	14
2018-04-20	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2018-04-20	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2018-04-21	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2018-04-21	Conditionality-Variables Shaping outlook	Leadership	undefined	2
2018-04-21	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	2
2018-04-21	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2018-04-22	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2018-04-22	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2018-04-22	Willingness to take action	Active-agentic	undefined	1
2018-04-22	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2018-04-23	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	2
2018-04-23	Conditionality-Variables Shaping outlook	Leadership	undefined	2
2018-04-24	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2018-04-25	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	2
2018-04-25	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	6
2018-04-26	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2018-04-26	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2018-04-26	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2018-04-26	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	3
2018-04-27	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	2
2018-04-27	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2018-04-27	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2018-04-27	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2018-04-28	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	2
2018-04-29	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2018-04-30	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2018-04-30	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	2
2018-04-30	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2018-01-10	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2018-01-10	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2018-01-10	Willingness to take action	Active-agentic	undefined	2
2018-01-10	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2018-01-10	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2018-01-11	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	3
2018-01-11	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2018-01-11	Conditionality-Variables Shaping outlook	Leadership	undefined	2
2018-01-12	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	2
2018-01-12	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2018-01-13	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2018-01-13	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2018-01-14	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2018-01-14	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2018-01-15	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2018-01-15	Conditionality-Variables Shaping outlook	Leadership	undefined	3
2018-01-15	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2018-01-16	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2018-01-17	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	2
2018-01-17	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2018-01-17	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2018-01-18	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	2
2018-01-18	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2018-01-19	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	2
2018-01-19	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2018-01-20	Willingness to take action	Active-agentic	undefined	1
2018-01-20	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2018-01-20	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	2
2018-01-21	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2018-01-21	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2018-01-21	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2018-01-22	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	2
2018-01-22	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
2018-01-23	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2018-01-23	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	1
2018-01-23	Willingness to take action	Active-agentic	undefined	1
2018-01-23	Conditionality-Variables Shaping outlook	Leadership	undefined	2
2018-01-23	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	2
2018-01-24	Conditionality-Variables Shaping outlook	Divine Intervention	undefined	1
2018-01-25	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	4
2018-01-25	Conditionality-Variables Shaping outlook	Leadership	undefined	1
2018-01-25	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	2
2018-01-26	Perception/Sentiment	Hopeful/Positive/Optimistic	undefined	1
2018-01-26	Perception/Sentiment	Hopeless/Negative/Pessimistic	undefined	2
2018-01-26	Conditionality-Variables Shaping outlook	External Pressure / Intervention	undefined	1
