date	macro_dimension	dimension	language	frequency
2020-07-23	Services	Collective Action	ar	1
2019-09-17	Security	Other - Security	ckb	1
2020-07-23	Services	Divine Intervention	ar	1
2020-07-23	Economy	Other - Economy	ar	1
2020-07-24	Security	Hopeful/Positive/Optimistic	ar	1
2020-07-24	Security	Hopeless/Negative/Pessimistic	ar	1
2020-07-24	Security	Other - Security	ar	1
2020-07-24	Corruption	Other - Corruption	ar	1
2020-07-24	Services	External Pressure / Intervention	ar	1
2019-09-18	Security	Other - Security	ckb	1
2020-07-25	Security	Hopeless/Negative/Pessimistic	ar	1
2020-07-25	Corruption	Active-agentic	ar	1
2020-07-25	Corruption	Other - Corruption	ar	1
2020-07-25	Corruption	Other - Corruption	ar	1
2019-09-19	Security	Other - Security	ckb	1
2020-07-25	Services	Leadership	ar	1
2020-07-25	Services	Other - Services	ar	1
2020-07-25	Economy	Other - Economy	ar	1
2020-07-25	Economy	Other - Economy	ar	1
2020-07-26	Security	Other - Security	ar	1
2020-07-26	Services	Collective Action	ar	1
2020-07-26	Economy	Other - Economy	ar	1
2020-07-26	Governance	Other - Governance	ar	1
2020-07-26	Governance	Other - Governance	ar	1
2020-07-27	Security	Other - Security	ar	1
2020-07-27	Services	Divine Intervention	ar	1
2020-07-28	Security	Other - Security	ar	1
2020-07-28	Security	Other - Security	ar	1
2020-07-28	Services	Divine Intervention	ar	1
2020-07-28	Services	Other - Services	ar	1
2020-07-28	Governance	Other - Governance	ar	1
2020-07-28	Governance	Other - Governance	ar	1
2020-07-29	Security	Other - Security	ar	1
2020-07-29	Security	Other - Security	ar	1
2020-07-29	Services	Collective Action	ar	1
2020-07-29	Services	Divine Intervention	ar	1
2020-07-29	Economy	Other - Economy	ar	1
2020-07-30	Security	Hopeless/Negative/Pessimistic	ar	1
2020-07-30	Corruption	Other - Corruption	ar	1
2020-07-30	Corruption	Other - Corruption	ar	1
2020-07-30	Services	Divine Intervention	ar	1
2020-07-30	Services	Other - Services	ar	1
2019-09-23	Security	Other - Security	und	1
2020-07-31	Security	Other - Security	ar	1
2020-07-31	Corruption	Other - Corruption	ar	1
2020-07-31	Services	Other - Services	ar	1
2020-07-31	Services	Divine Intervention	ar	1
2020-07-31	Governance	Other - Governance	ar	1
2020-06-01	Security	Hopeless/Negative/Pessimistic	ar	1
2020-06-01	Security	Other - Security	ar	1
2020-06-01	Services	Other - Services	ar	1
2020-06-01	Economy	Other - Economy	ar	1
2019-09-25	Security	Other - Security	ckb	3
2020-06-02	Corruption	Other - Corruption	ar	1
2020-06-02	Corruption	Other - Corruption	ar	1
2020-06-02	Economy	Other - Economy	ar	1
2020-06-02	Governance	Other - Governance	ar	1
2020-06-03	Corruption	Other - Corruption	ar	1
2020-06-03	Economy	Other - Economy	ar	1
2020-06-04	Security	Hopeful/Positive/Optimistic	ar	1
2020-06-04	Corruption	Active-agentic	ar	1
2020-06-04	Corruption	Other - Corruption	ar	1
2020-06-04	Corruption	Other - Corruption	ar	1
2019-09-26	Security	Other - Security	ckb	1
2020-06-04	Economy	Other - Economy	ar	1
2020-06-04	Economy	Other - Economy	ar	1
2020-06-04	Governance	Other - Governance	ar	1
2020-06-04	Governance	Other - Governance	ar	1
2020-06-05	Corruption	Active-agentic	ar	1
2020-06-05	Economy	Other - Economy	ar	1
2020-06-05	Governance	Other - Governance	ar	1
2020-06-06	Security	Other - Security	ar	1
2020-06-06	Corruption	Other - Corruption	ar	1
2020-06-06	Economy	Other - Economy	ar	1
2020-06-06	Governance	Other - Governance	ar	1
2019-09-27	Security	Other - Security	ckb	1
2020-06-06	Governance	Other - Governance	ar	1
2020-06-07	Corruption	Other - Corruption	ar	1
2020-06-07	Governance	Other - Governance	ar	1
2020-06-08	Security	Hopeless/Negative/Pessimistic	ar	1
2019-09-27	Services	Collective Action	ckb	1
2020-06-08	Security	Other - Security	ar	1
2020-06-08	Security	Other - Security	ar	1
2020-06-08	Security	Other - Security	ar	1
2020-06-08	Economy	Other - Economy	ar	1
2020-06-08	Governance	Other - Governance	ar	1
2020-06-08	Governance	Other - Governance	ar	1
2020-06-09	Corruption	Other - Corruption	ar	1
2020-06-09	Corruption	Other - Corruption	ar	1
2020-06-09	Services	Other - Services	ar	1
2020-06-09	Economy	Other - Economy	ar	1
2020-06-09	Governance	Other - Governance	ar	1
2019-09-28	Services	Other - Services	ckb	1
2020-06-09	Governance	Other - Governance	ar	1
2020-06-09	Governance	Other - Governance	ar	1
2020-06-10	Corruption	Other - Corruption	ar	1
2020-06-10	Corruption	Other - Corruption	ar	1
2020-06-10	Economy	Other - Economy	ar	1
2020-06-10	Governance	Other - Governance	ar	1
2020-06-10	Governance	Other - Governance	ar	1
2020-06-10	Governance	Other - Governance	ar	1
2020-06-11	Security	Other - Security	ar	1
2019-09-30	Security	Other - Security	ckb	1
2020-06-11	Corruption	Other - Corruption	ar	1
2020-06-11	Corruption	Other - Corruption	ar	1
2019-09-30	Corruption	Other - Corruption	und	1
2020-06-11	Corruption	Other - Corruption	ar	1
2020-06-11	Services	Collective Action	ar	1
2020-06-11	Services	Divine Intervention	ar	1
2020-06-11	Economy	Other - Economy	ar	1
2020-06-12	Security	Hopeful/Positive/Optimistic	ar	1
2020-06-12	Services	Collective Action	ar	1
2019-08-01	Security	Other - Security	ckb	2
2020-06-12	Economy	Other - Economy	ar	1
2020-06-13	Security	Hopeless/Negative/Pessimistic	ar	1
2020-06-13	Services	Other - Services	ar	1
2020-06-13	Services	Collective Action	ar	1
2020-06-13	Economy	Other - Economy	ar	1
2020-06-13	Economy	Other - Economy	ar	1
2020-06-13	Governance	Other - Governance	ar	1
2020-06-13	Governance	Other - Governance	ar	1
2020-06-14	Security	Hopeful/Positive/Optimistic	ar	1
2020-06-14	Security	Other - Security	ar	1
2020-06-14	Corruption	Other - Corruption	ar	1
2019-08-02	Security	Other - Security	ckb	2
2020-06-14	Services	Divine Intervention	ar	1
2020-06-14	Economy	Other - Economy	ar	1
2020-06-14	Governance	Other - Governance	ar	1
2020-06-14	Governance	Other - Governance	ar	1
2020-06-14	Governance	Other - Governance	ar	1
2020-06-15	Security	Hopeless/Negative/Pessimistic	ar	1
2020-06-15	Security	Other - Security	ar	1
2020-06-15	Corruption	Other - Corruption	ar	1
2020-06-15	Economy	Other - Economy	ar	1
2020-06-15	Governance	Other - Governance	ar	1
2020-06-16	Security	Other - Security	ar	1
2020-06-16	Corruption	Other - Corruption	ar	1
2019-08-03	Security	Other - Security	ckb	1
2020-06-16	Economy	Other - Economy	ar	1
2020-06-16	Governance	Other - Governance	ar	1
2020-06-17	Security	Other - Security	ar	1
2020-06-17	Corruption	Other - Corruption	ar	1
2020-06-17	Services	Collective Action	ar	1
2020-06-17	Economy	Other - Economy	ar	1
2020-06-18	Governance	Other - Governance	ar	1
2020-06-19	Security	Other - Security	ar	1
2020-06-19	Security	Other - Security	ar	1
2020-06-19	Governance	Other - Governance	ar	1
2020-06-20	Security	Hopeless/Negative/Pessimistic	ar	1
2020-06-20	Corruption	Other - Corruption	ar	1
2020-06-20	Services	Other - Services	ar	1
2019-08-05	Security	Other - Security	ckb	1
2020-06-20	Services	Divine Intervention	ar	1
2020-06-20	Economy	Other - Economy	ar	1
2020-06-20	Governance	Other - Governance	ar	1
2020-06-20	Governance	Other - Governance	ar	1
2020-06-21	Corruption	Active-agentic	ar	1
2020-06-21	Corruption	Other - Corruption	ar	1
2020-06-21	Corruption	Other - Corruption	ar	1
2020-06-21	Corruption	Other - Corruption	ar	1
2020-06-22	Security	Other - Security	ar	1
2020-06-22	Corruption	Other - Corruption	ar	1
2019-08-06	Security	Other - Security	ckb	1
2020-06-22	Governance	Other - Governance	ar	1
2020-06-23	Security	Hopeful/Positive/Optimistic	ar	1
2020-06-23	Security	Other - Security	ar	1
2020-06-23	Security	Other - Security	ar	1
2020-06-23	Corruption	Other - Corruption	ar	1
2020-06-23	Corruption	Other - Corruption	ar	1
2020-06-23	Services	External Pressure / Intervention	ar	1
2020-06-23	Economy	Other - Economy	ar	1
2019-08-07	Security	Other - Security	ckb	1
2020-06-24	Security	Hopeful/Positive/Optimistic	ar	1
2020-06-24	Security	Hopeless/Negative/Pessimistic	ar	1
2020-06-24	Corruption	Active-agentic	ar	1
2020-06-24	Corruption	Other - Corruption	ar	1
2020-06-24	Services	External Pressure / Intervention	ar	1
2020-06-24	Services	Other - Services	ar	1
2020-06-24	Governance	Other - Governance	ar	1
2020-06-25	Corruption	Active-agentic	ar	1
2020-06-25	Services	Divine Intervention	ar	1
2020-06-25	Economy	Other - Economy	ar	1
2019-08-08	Security	Other - Security	ur	1
2020-06-25	Economy	Other - Economy	ar	1
2020-06-25	Governance	Other - Governance	ar	1
2020-06-25	Governance	Other - Governance	ar	1
2020-06-26	Security	Other - Security	ar	1
2020-06-26	Corruption	Other - Corruption	ar	1
2020-06-26	Services	Collective Action	ar	1
2020-06-26	Services	Divine Intervention	ar	1
2020-06-26	Economy	Other - Economy	ar	1
2020-06-26	Governance	Other - Governance	ar	1
2020-06-26	Governance	Other - Governance	ar	1
2020-06-27	Security	Other - Security	ar	1
2020-06-27	Corruption	Other - Corruption	ar	1
2020-06-27	Economy	Other - Economy	ar	1
2020-06-27	Governance	Other - Governance	ar	1
2020-06-28	Corruption	Other - Corruption	ar	1
2020-06-28	Corruption	Other - Corruption	ar	1
2020-06-28	Governance	Other - Governance	ar	1
2020-06-29	Security	Other - Security	ar	1
2020-06-29	Corruption	Other - Corruption	ar	1
2020-06-29	Economy	Other - Economy	ar	1
2020-06-29	Economy	Other - Economy	ar	1
2020-06-29	Governance	Other - Governance	ar	1
2020-06-29	Governance	Other - Governance	ar	1
2020-06-30	Corruption	Other - Corruption	ar	1
2020-06-30	Governance	Other - Governance	ar	1
2020-06-30	Governance	Other - Governance	ar	1
2019-08-11	Security	Other - Security	ckb	1
2019-08-11	Security	Other - Security	und	1
2020-06-30	Governance	Other - Governance	ar	1
2020-05-01	Corruption	Other - Corruption	ar	1
2020-05-01	Economy	Other - Economy	ar	1
2020-05-01	Governance	Other - Governance	ar	1
2020-05-02	Security	Hopeful/Positive/Optimistic	ar	1
2020-05-02	Corruption	Other - Corruption	ar	1
2019-08-12	Security	Other - Security	ckb	1
2020-05-02	Services	Divine Intervention	ar	1
2020-05-02	Services	Other - Services	ar	1
2020-05-02	Governance	Other - Governance	ar	1
2020-05-02	Governance	Other - Governance	ar	1
2020-05-03	Security	Other - Security	ar	1
2020-05-03	Services	Divine Intervention	ar	1
2020-05-03	Governance	Other - Governance	ar	1
2020-05-03	Governance	Other - Governance	ar	1
2020-05-04	Security	Hopeful/Positive/Optimistic	ar	1
2020-05-04	Security	Other - Security	ar	1
2020-05-04	Security	Other - Security	ar	1
2020-05-04	Corruption	Other - Corruption	ar	1
2020-05-04	Services	Other - Services	ar	1
2020-05-04	Economy	Other - Economy	ar	1
2020-05-05	Security	Hopeless/Negative/Pessimistic	ar	1
2020-05-05	Security	Other - Security	ar	1
2019-08-15	Security	Other - Security	ckb	2
2019-08-15	Security	Other - Security	fa	1
2020-05-05	Services	Divine Intervention	ar	1
2020-05-05	Governance	Other - Governance	ar	1
2020-05-05	Governance	Other - Governance	ar	1
2020-05-05	Governance	Other - Governance	ar	1
2020-05-05	Governance	Other - Governance	ar	1
2020-05-06	Corruption	Other - Corruption	ar	1
2020-05-06	Services	Collective Action	ar	1
2020-05-06	Services	Divine Intervention	ar	1
2020-05-07	Security	Other - Security	ar	1
2020-05-07	Services	Other - Services	ar	1
2020-05-07	Services	Divine Intervention	ar	1
2020-05-07	Economy	Other - Economy	ar	1
2020-05-07	Governance	Other - Governance	ar	1
2020-05-07	Governance	Other - Governance	ar	1
2020-05-08	Security	Hopeful/Positive/Optimistic	ar	1
2020-05-08	Security	Other - Security	ar	1
2020-05-08	Corruption	Other - Corruption	ar	1
2020-05-08	Corruption	Other - Corruption	ar	1
2020-05-08	Services	Other - Services	ar	1
2020-05-08	Services	Collective Action	ar	1
2020-05-08	Services	Other - Services	ar	1
2020-05-08	Governance	Other - Governance	ar	1
2020-05-09	Security	Hopeful/Positive/Optimistic	ar	1
2019-08-18	Security	Other - Security	fa	1
2020-05-09	Security	Hopeless/Negative/Pessimistic	ar	1
2020-05-09	Security	Other - Security	ar	1
2020-05-09	Corruption	Other - Corruption	ar	1
2020-05-09	Corruption	Other - Corruption	ar	1
2020-05-09	Services	Divine Intervention	ar	1
2020-05-09	Economy	Other - Economy	ar	1
2020-05-10	Security	Other - Security	ar	1
2020-05-10	Corruption	Other - Corruption	ar	1
2020-05-11	Security	Hopeful/Positive/Optimistic	ar	1
2019-08-20	Security	Other - Security	fa	1
2020-05-11	Security	Other - Security	ar	1
2020-05-11	Corruption	Other - Corruption	ar	1
2020-05-11	Corruption	Other - Corruption	ar	1
2020-05-11	Services	Divine Intervention	ar	1
2020-05-11	Governance	Other - Governance	ar	1
2020-05-11	Governance	Other - Governance	ar	1
2020-05-12	Security	Hopeless/Negative/Pessimistic	ar	1
2020-05-12	Security	Other - Security	ar	1
2020-05-12	Corruption	Other - Corruption	ar	1
2020-05-12	Services	Other - Services	ar	1
2020-05-12	Economy	Other - Economy	ar	1
2020-05-12	Governance	Other - Governance	ar	1
2019-08-22	Security	Other - Security	und	1
2020-05-13	Security	Hopeful/Positive/Optimistic	ar	1
2020-05-13	Security	Other - Security	ar	1
2020-05-13	Security	Other - Security	ar	1
2020-05-13	Corruption	Other - Corruption	ar	1
2020-05-13	Corruption	Other - Corruption	ar	1
2019-08-22	Services	Collective Action	fa	1
2020-05-13	Services	Other - Services	ar	1
2020-05-13	Economy	Other - Economy	ar	1
2019-08-23	Security	Other - Security	ckb	1
2020-05-13	Governance	Other - Governance	ar	1
2019-08-23	Corruption	Other - Corruption	fa	1
2020-05-14	Security	Hopeful/Positive/Optimistic	ar	1
2020-05-14	Security	Hopeless/Negative/Pessimistic	ar	1
2020-05-14	Security	Other - Security	ar	1
2020-05-14	Security	Other - Security	ar	1
2020-05-14	Corruption	Other - Corruption	ar	1
2020-05-14	Services	Other - Services	ar	1
2020-05-14	Governance	Other - Governance	ar	1
2020-05-14	Governance	Other - Governance	ar	1
2020-05-15	Security	Hopeful/Positive/Optimistic	ar	1
2020-05-15	Security	Other - Security	ar	1
2020-05-15	Economy	Other - Economy	ar	1
2019-08-25	Security	Other - Security	ckb	1
2020-05-15	Governance	Other - Governance	ar	1
2020-05-15	Governance	Other - Governance	ar	1
2020-05-15	Governance	Other - Governance	ar	1
2020-05-16	Security	Hopeful/Positive/Optimistic	ar	1
2020-05-16	Corruption	Other - Corruption	ar	1
2019-08-26	Security	Other - Security	ckb	1
2020-05-16	Services	Other - Services	ar	1
2020-05-16	Economy	Other - Economy	ar	1
2020-05-16	Governance	Other - Governance	ar	1
2020-05-16	Governance	Other - Governance	ar	1
2020-05-17	Security	Other - Security	ar	1
2020-05-17	Corruption	Other - Corruption	ar	1
2020-05-17	Economy	Other - Economy	ar	1
2020-05-17	Economy	Other - Economy	ar	1
2020-05-18	Security	Other - Security	ar	1
2020-05-18	Services	Divine Intervention	ar	1
2020-05-18	Governance	Other - Governance	ar	1
2020-05-19	Security	Other - Security	ar	1
2020-05-19	Security	Other - Security	ar	1
2020-05-19	Corruption	Other - Corruption	ar	1
2020-05-19	Economy	Other - Economy	ar	1
2019-08-28	Security	Hopeless/Negative/Pessimistic	ckb	1
2020-05-19	Governance	Other - Governance	ar	1
2020-05-19	Governance	Other - Governance	ar	1
2019-08-28	Corruption	Other - Corruption	ckb	1
2020-05-20	Security	Other - Security	ar	1
2020-05-20	Security	Other - Security	ar	1
2020-05-20	Corruption	Other - Corruption	ar	1
2020-05-20	Services	Divine Intervention	ar	1
2020-05-20	Services	Other - Services	ar	1
2019-08-29	Security	Other - Security	ckb	1
2020-05-20	Economy	Other - Economy	ar	1
2020-05-20	Governance	Other - Governance	ar	1
2020-05-20	Governance	Other - Governance	ar	1
2020-05-21	Security	Hopeful/Positive/Optimistic	ar	1
2020-05-21	Security	Other - Security	ar	1
2020-05-21	Corruption	Other - Corruption	ar	1
2020-05-22	Services	Collective Action	ar	1
2020-05-22	Economy	Other - Economy	ar	1
2020-05-23	Security	Other - Security	ar	1
2020-05-23	Security	Other - Security	ar	1
2020-05-23	Security	Other - Security	ar	1
2020-05-23	Corruption	Other - Corruption	ar	1
2020-05-23	Economy	Other - Economy	ar	1
2019-08-31	Corruption	Other - Corruption	und	1
2020-05-23	Economy	Other - Economy	ar	1
2020-05-23	Governance	Other - Governance	ar	1
2019-07-01	Security	Other - Security	ckb	1
2020-05-24	Security	Hopeful/Positive/Optimistic	ar	1
2020-05-24	Security	Hopeless/Negative/Pessimistic	ar	1
2020-05-24	Corruption	Other - Corruption	ar	1
2020-05-24	Economy	Other - Economy	ar	1
2020-05-24	Governance	Other - Governance	ar	1
2020-05-24	Governance	Other - Governance	ar	1
2020-05-25	Security	Hopeless/Negative/Pessimistic	ar	1
2020-05-25	Security	Other - Security	ar	1
2020-05-25	Corruption	Active-agentic	ar	1
2020-05-25	Economy	Other - Economy	ar	1
2020-05-25	Governance	Other - Governance	ar	1
2020-05-26	Security	Hopeless/Negative/Pessimistic	ar	1
2020-05-26	Corruption	Other - Corruption	ar	1
2020-05-26	Corruption	Other - Corruption	ar	1
2020-05-26	Services	Collective Action	ar	1
2020-05-26	Services	Divine Intervention	ar	1
2020-05-26	Economy	Other - Economy	ar	1
2020-05-26	Governance	Other - Governance	ar	1
2020-05-26	Governance	Other - Governance	ar	1
2020-05-27	Security	Hopeful/Positive/Optimistic	ar	1
2019-07-04	Security	Other - Security	ckb	2
2020-05-27	Security	Other - Security	ar	1
2020-05-27	Corruption	Other - Corruption	ar	1
2020-05-27	Corruption	Other - Corruption	ar	1
2020-05-27	Economy	Other - Economy	ar	1
2019-07-04	Governance	Other - Governance	und	2
2020-05-27	Governance	Other - Governance	ar	1
2020-05-27	Governance	Other - Governance	ar	1
2020-05-27	Governance	Other - Governance	ar	1
2020-05-28	Security	Hopeful/Positive/Optimistic	ar	1
2020-05-28	Security	Other - Security	ar	1
2020-05-28	Security	Other - Security	ar	1
2020-05-28	Security	Other - Security	ar	1
2020-05-28	Corruption	Other - Corruption	ar	1
2020-05-28	Governance	Other - Governance	ar	1
2020-05-28	Governance	Other - Governance	ar	1
2019-07-06	Security	Other - Security	ckb	1
